cha taehyun	song hyegyo
sekarang , anak itu pasti pasti mendengar jeritan ... jadi dia tahu bahwa seseorang melihat	aku hanya tidak berpikir bahwa ia akan kembali .
aku hanya tidak berpikir bahwa ia akan kembali .	dua hal .
dua hal .	satu .
satu .	di negara panik , ia tidak mungkin telah mendengar jeritan .
di negara panik , ia tidak mungkin telah mendengar jeritan .	mungkin tidak terlalu keras .
mungkin tidak terlalu keras .	dua .
dua .	jika ia mendengarnya ... dia tidak mungkin telah terhubung dengan bertindak sendiri .
jika ia mendengarnya ... dia tidak mungkin telah terhubung dengan bertindak sendiri .	ingat , ia tinggal di sebuah lingkungan di mana jeritan yang cukup biasa .
ingat , ia tinggal di sebuah lingkungan di mana jeritan yang cukup biasa .	itu jawaban kamu .
itu jawaban kamu .	mungkin .
mungkin .	mungkin anak itu membunuh ayahnya .
mungkin anak itu membunuh ayahnya .	tidak mendengar jeritan , apakah habis pada tahun panik ... tidak tenang dan kembali untuk
tidak mendengar jeritan , apakah habis pada tahun panik ... tidak tenang dan kembali untuk	mungkin semua itu terjadi , tapi mungkin mereka tidak !
mungkin semua itu terjadi , tapi mungkin mereka tidak !	ada cukup keraguan bahwa kami bisa bertanyatanya apakah ia berada di sana selama pembunuhan .
ada cukup keraguan bahwa kami bisa bertanyatanya apakah ia berada di sana selama pembunuhan .	apa yang kamu bicarakan ?
apa yang kamu bicarakan ?	bukankah orang tua itu melihat dia berjalan keluar ?
bukankah orang tua itu melihat dia berjalan keluar ?	dia memutar fakta !
dia memutar fakta !	apakah atau tidak orang tua melihat anak itu berlari keluar rumah di ?
apakah atau tidak orang tua melihat anak itu berlari keluar rumah di ?	apakah atau tidak dia ?
apakah atau tidak dia ?	dia bilang dia lakukan .
dia bilang dia lakukan .	says ?
says ?	bagaimana kamu seperti itu !
bagaimana kamu seperti itu !	saksi dapat membuat kesalahan .
saksi dapat membuat kesalahan .	tentu , bila kamu ingin mereka , mereka lakukan .
tentu , bila kamu ingin mereka , mereka lakukan .	jauhkan berteriak turun !
jauhkan berteriak turun !	mungkin kami perlu sedikit berteriak .
mungkin kami perlu sedikit berteriak .	orangorang ini pergi segala arah .
orangorang ini pergi segala arah .	tidak mendengar jeritan !
tidak mendengar jeritan !	apa bedanya ?
apa bedanya ?	kamu bicara tentang rincian kecil .
kamu bicara tentang rincian kecil .	kamu melupakan halhal penting .
kamu melupakan halhal penting .	aku ingin menyerukan suara lain .
aku ingin menyerukan suara lain .	aku sedang berbicara di sini !
aku sedang berbicara di sini !	ada suara lain yang dipanggil .
ada suara lain yang dipanggil .	sekarang , mari kami mengambil tempat duduk kami .
sekarang , mari kami mengambil tempat duduk kami .	aku tidak pernah melihat begitu banyak waktu yang dihabiskan untuk apaapa .
aku tidak pernah melihat begitu banyak waktu yang dihabiskan untuk apaapa .	hanya membutuhkan waktu satu detik .
hanya membutuhkan waktu satu detik .	oke .
oke .	aku kira cara tercepat adalah mencari tahu siapa yang suara tidak bersalah .
aku kira cara tercepat adalah mencari tahu siapa yang suara tidak bersalah .	semua suara yang tidak bersalah , harap mengangkat tangan kamu .
semua suara yang tidak bersalah , harap mengangkat tangan kamu .	masih sama .
masih sama .	satu , dua , tiga tidak bersalah sembilan . bersalah .
satu , dua , tiga tidak bersalah sembilan . bersalah .	mana kami ?
mana kami ?	kami bisa yaketyyak sampai selasa depan .
kami bisa yaketyyak sampai selasa depan .	di mana saja mendapatkan kami ?
di mana saja mendapatkan kami ?	maaf .
maaf .	aku suara tidak bersalah .
aku suara tidak bersalah .	kami semua akan gila di sini atau sesuatu .
kami semua akan gila di sini atau sesuatu .	anak adalah bersalah .
anak adalah bersalah .	mengapa kamu tidak mendengarkan faktafakta !
mengapa kamu tidak mendengarkan faktafakta !	katakan padanya , akan iya ?
katakan padanya , akan iya ?	ini semakin menjadi lelucon .
ini semakin menjadi lelucon .	suara adalah empat , mendukung bersalah .
suara adalah empat , mendukung bersalah .	apa ini , mengasihi saudaranya miskin kamu minggu atau sesuatu ?
apa ini , mengasihi saudaranya miskin kamu minggu atau sesuatu ?	aku ingin kamu bangun dan memberitahu aku mengapa kamu mengubah suara kamu .
aku ingin kamu bangun dan memberitahu aku mengapa kamu mengubah suara kamu .	beri aku alasan .
beri aku alasan .	aku tidak harus membela keputusan aku kepada kamu .
aku tidak harus membela keputusan aku kepada kamu .	aku punya keraguan .
aku punya keraguan .	apa yang diragukan ?
apa yang diragukan ?	apaapa itu tetapi katakata .
apaapa itu tetapi katakata .	lihat ini .
lihat ini .	anak kamu memutuskan tidak bersalah terlihat ramming ini ke ayahnya !
anak kamu memutuskan tidak bersalah terlihat ramming ini ke ayahnya !	sekarang , bagaimana dengan hal ini , mr wajar keraguan ?
sekarang , bagaimana dengan hal ini , mr wajar keraguan ?	itu bukan pisau .
itu bukan pisau .	apa kamu tidak ingat ?
apa kamu tidak ingat ?	oh , brilian .
oh , brilian .	ini adalah gila .
ini adalah gila .	apa yang harus kami percaya ?
apa yang harus kami percaya ?	kamu duduk di sini .
kamu duduk di sini .	kamu cerita menarik dari udara tipis .
kamu cerita menarik dari udara tipis .	seorang pria seperti ini , jika dia duduk di ringside melawan dempsey ... ia akan
seorang pria seperti ini , jika dia duduk di ringside melawan dempsey ... ia akan	lihat .
lihat .	bagaimana dengan orang tua ?
bagaimana dengan orang tua ?	apakah kami harus percaya bahwa ia tidak bangun dan lari ke pintu nya ... dan
apakah kami harus percaya bahwa ia tidak bangun dan lari ke pintu nya ... dan	dia hanya mengatakan demikian menjadi penting ?
dia hanya mengatakan demikian menjadi penting ?	benar ?
benar ?	apa gunanya semua ini ?
apa gunanya semua ini ?	tunggu !
tunggu !	pelm e denggol
pelm e denggol	dan simpatisan baltimore terdengar dari lagi .
dan simpatisan baltimore terdengar dari lagi .	popup yang jatuh untuk hits dasar ...
popup yang jatuh untuk hits dasar ...	sekarang , lihat .
sekarang , lihat .	apakah orang tua mengatakan ia berlari ke pintu ?
apakah orang tua mengatakan ia berlari ke pintu ?	ran , berjalan , apa bedanya , ?
ran , berjalan , apa bedanya , ?	ia tiba di sana bukan ?
ia tiba di sana bukan ?	tunggu ...
tunggu ...	dia bilang dia berlari .
dia bilang dia berlari .	aku pikir dia .
aku pikir dia .	aku tidak ingat .
aku tidak ingat .	tapi aku tidak melihat bagaimana dia bisa lari ke pintu .
tapi aku tidak melihat bagaimana dia bisa lari ke pintu .	dia bilang dia pergi dari kamar tidur ke pintu depan .
dia bilang dia pergi dari kamar tidur ke pintu depan .	bukankah itu cukup ?
bukankah itu cukup ?	di mana kamar tidur ?
di mana kamar tidur ?	down lorong .
down lorong .	kupikir kamu ingat semuanya .
kupikir kamu ingat semuanya .	apa kamu tidak ingat itu ?
apa kamu tidak ingat itu ?	no mr foreman , aku ingin melihat diagram apartemen .
no mr foreman , aku ingin melihat diagram apartemen .	kenapa tidak kami menjalankan sidang lagi ?
kenapa tidak kami menjalankan sidang lagi ?	kenapa kamu satusatunya yang ingin melihat pameran ?
kenapa kamu satusatunya yang ingin melihat pameran ?	aku ingin melihat yang satu ini juga .
aku ingin melihat yang satu ini juga .	aku ingin berhenti membuangbuang waktu .
aku ingin berhenti membuangbuang waktu .	jika kami akan mulai mengarungi melalui mana tubuh itu ...
jika kami akan mulai mengarungi melalui mana tubuh itu ...	tidak , kecuali orang lain mau .
tidak , kecuali orang lain mau .	tapi aku ingin tahu apakah orang tua ... yang menyeret satu kaki karena tahun lalu
tapi aku ingin tahu apakah orang tua ... yang menyeret satu kaki karena tahun lalu	dua puluh .
dua puluh .	dia mengatakan lima belas .
dia mengatakan lima belas .	dia mengatakan detik .
dia mengatakan detik .	dia mengatakan .
dia mengatakan .	bagaimana dia tahu berapa lama waktu detik ?
bagaimana dia tahu berapa lama waktu detik ?	kamu tidak bisa menilai hal seperti itu !
kamu tidak bisa menilai hal seperti itu !	dia mengatakan .
dia mengatakan .	dia sangat positif .
dia sangat positif .	dia adalah seorang pria tua .
dia adalah seorang pria tua .	setengah waktu dia bingung .
setengah waktu dia bingung .	bagaimana ia bisa positif tentang apa ?
bagaimana ia bisa positif tentang apa ?	aku tidak melihat apa yang kamu akan membuktikan .
aku tidak melihat apa yang kamu akan membuktikan .	pria itu mengatakan ia melihat anak itu berlari keluar .
pria itu mengatakan ia melihat anak itu berlari keluar .	mari kami lihat apakah rincian beruang dia keluar .
mari kami lihat apakah rincian beruang dia keluar .	begitu tubuh menyentuh lantai , katanya dia mendengar langkah kaki di lantai atas ... berlari
begitu tubuh menyentuh lantai , katanya dia mendengar langkah kaki di lantai atas ... berlari	mendengar pintu atas terbuka , langkah kaki mulai menuruni tangga .
mendengar pintu atas terbuka , langkah kaki mulai menuruni tangga .	ia mengatakan ia sampai ke pintu depan rumahnya sendiri secepat dia bisa ... dan ia
ia mengatakan ia sampai ke pintu depan rumahnya sendiri secepat dia bisa ... dan ia	jika si pembunuh mulai berjalan segera ...
jika si pembunuh mulai berjalan segera ...	mungkin dia tidak .
mungkin dia tidak .	orang tua mengatakan ia lakukan .
orang tua mengatakan ia lakukan .	kamu seharusnya di atlantic city pada hairsplitters konvensi itu .
kamu seharusnya di atlantic city pada hairsplitters konvensi itu .	mengapa kamu tidak berhenti membuat komentar cerdas sepanjang waktu ?
mengapa kamu tidak berhenti membuat komentar cerdas sepanjang waktu ?	untuk tiga kamu dolar sehari , kamu harus mendengarkan semuanya .
untuk tiga kamu dolar sehari , kamu harus mendengarkan semuanya .	bagaimana itu ?
bagaimana itu ?	baiklah .
baiklah .	berikut apartemen .
berikut apartemen .	orang tua apartemen itu langsung di bawah dan persis sama .
orang tua apartemen itu langsung di bawah dan persis sama .	berikut adalah trek el , kamar tidur , ruang tamu , dapur , kamar mandi
berikut adalah trek el , kamar tidur , ruang tamu , dapur , kamar mandi	berikut lorong .
berikut lorong .	berikut adalah tangga .
berikut adalah tangga .	orang tua itu dalam hak ini kamar tidur di sini .
orang tua itu dalam hak ini kamar tidur di sini .	dia bilang dia menyeberang ke pintu dan berjalan menyusuri lorong ... membuka pintu depan tepat
dia bilang dia menyeberang ke pintu dan berjalan menyusuri lorong ... membuka pintu depan tepat	apakah aku benar sejauh ini ?
apakah aku benar sejauh ini ?	itu cerita , untuk kali ke .
itu cerita , untuk kali ke .	lima belas detik setelah tubuh membentur lantai .
lima belas detik setelah tubuh membentur lantai .	tepat sekal .
tepat sekal .	sekarang , mari kami lihat .
sekarang , mari kami lihat .	it s meter dari tempat tidur ke pintu .
it s meter dari tempat tidur ke pintu .	aula adalah kaki .
aula adalah kaki .	dia akan sudah harus berjalan kaki , buka pintu kamar ... berjalan kaki ke bawah
dia akan sudah harus berjalan kaki , buka pintu kamar ... berjalan kaki ke bawah	apakah menurut kamu dia bisa saja melakukannya ?
apakah menurut kamu dia bisa saja melakukannya ?	tentu , dia bisa saja melakukannya .
tentu , dia bisa saja melakukannya .	dia bisa berjalan hanya sangat lambat .
dia bisa berjalan hanya sangat lambat .	mereka harus membantu dia ke kursi saksi .
mereka harus membantu dia ke kursi saksi .	kamu membuatnya terdengar seperti berjalan panjang .
kamu membuatnya terdengar seperti berjalan panjang .	untuk seorang lelaki tua yang terkena stroke , itu adalah jalan panjang .
untuk seorang lelaki tua yang terkena stroke , itu adalah jalan panjang .	apa yang kamu lakukan ?
apa yang kamu lakukan ?	aku akan mencobanya .
aku akan mencobanya .	apa maksudmu , coba ?
apa maksudmu , coba ?	kenapa tidak pengacaranya membawa itu ?
kenapa tidak pengacaranya membawa itu ?	mungkin dia hanya tidak berpikir tentang hal ini .
mungkin dia hanya tidak berpikir tentang hal ini .	tidak berpikir itu ?
tidak berpikir itu ?	apakah kamu pikir orang idiot ?
apakah kamu pikir orang idiot ?	sudah jelas .
sudah jelas .	apakah kamu pikir itu ?
apakah kamu pikir itu ?	itu tidak penting .
itu tidak penting .	dia tidak membawa itu karena ia tahu itu akan menyakiti kasusnya .
dia tidak membawa itu karena ia tahu itu akan menyakiti kasusnya .	apa pendapat kamu tentang itu ?
apa pendapat kamu tentang itu ?	mungkin dia tidak membawa itu ...
mungkin dia tidak membawa itu ...	karena itu akan sudah berarti bullying dan mendesak orang tua tidak berdaya .
karena itu akan sudah berarti bullying dan mendesak orang tua tidak berdaya .	kamu tahu yang tidak duduk baik dengan juri .
kamu tahu yang tidak duduk baik dengan juri .	kebanyakan pengacara menghindarinya .
kebanyakan pengacara menghindarinya .	jadi apa gelandangan dia , maka ?
jadi apa gelandangan dia , maka ?	itulah apa yang telah aku bertanya .
itulah apa yang telah aku bertanya .	pass aku bahwa kursi , akan kamu ?
pass aku bahwa kursi , akan kamu ?	mereka dua kursi tua pria tempat tidur .
mereka dua kursi tua pria tempat tidur .	aku hanya mondarmandir dari kaki menyeberangi ruangan .
aku hanya mondarmandir dari kaki menyeberangi ruangan .	ini akan menjadi pintu kamar tidur .
ini akan menjadi pintu kamar tidur .	itu gila .
itu gila .	kamu tidak dapat menciptakan hal seperti itu .
kamu tidak dapat menciptakan hal seperti itu .	aula itu kaki .
aula itu kaki .	aku akan langkah ke dinding itu dan kembali lagi .
aku akan langkah ke dinding itu dan kembali lagi .	lihat .
lihat .	ini benarbenar gila .
ini benarbenar gila .	apa yang kamu buang waktunya untuk semua orang ?
apa yang kamu buang waktunya untuk semua orang ?	menurut kamu , itu hanya akan mengambil detik .
menurut kamu , itu hanya akan mengambil detik .	kami bisa cadang yang .
kami bisa cadang yang .	ayolah .
ayolah .	knock it off .
knock it off .	oke , pembunuh .
oke , pembunuh .	yeah .
yeah .	apakah kamu berdiri di sana dan menandai pintu depan ?
apakah kamu berdiri di sana dan menandai pintu depan ?	itu rantaiterkunci menurut kesaksian , ingat ?
itu rantaiterkunci menurut kesaksian , ingat ?	ada yang punya menonton dengan kedua tangan ?
ada yang punya menonton dengan kedua tangan ?	aku perna .
aku perna .	kamu ingin aku mulai , cap kaki kamu .
kamu ingin aku mulai , cap kaki kamu .	itu akan tubuh jatuh .
itu akan tubuh jatuh .	kamu dapat waktu aku dari sana .
kamu dapat waktu aku dari sana .	apa yang akan kami lakukan , bermain charades sekarang ?
apa yang akan kami lakukan , bermain charades sekarang ?	apa yang kami tunggu ?
apa yang kami tunggu ?	aku ingin menunggu sampai tangan kedua mencapai .
aku ingin menunggu sampai tangan kedua mencapai .	ayo .
ayo .	ayolah .
ayolah .	speed itu .
speed itu .	dia berjalan dua kali lebih cepat seperti itu .
dia berjalan dua kali lebih cepat seperti itu .	kamu ingin aku berjalan lebih cepat dari itu , aku akan .
kamu ingin aku berjalan lebih cepat dari itu , aku akan .	kunci .
kunci .	door .
door .	berhenti .
berhenti .	betul .
betul .	apa waktu itu ?
apa waktu itu ?	tepat detik .
tepat detik .	inilah yang aku pikir terjadi
inilah yang aku pikir terjadi	orang tua itu mendengar pertarungan ... antara anak dan ayahnya beberapa jam sebelumnya .
orang tua itu mendengar pertarungan ... antara anak dan ayahnya beberapa jam sebelumnya .	ketika berbaring di tempat tidur , ia mendengar tubuh menghantam lantai di apartemen anak itu
ketika berbaring di tempat tidur , ia mendengar tubuh menghantam lantai di apartemen anak itu	aku pikir itu mungkin .
aku pikir itu mungkin .	asumsi ?
asumsi ?	saudaraku , aku telah melihat segala macam ketidakjujuran pada hari aku ... tapi ini menampilkan
saudaraku , aku telah melihat segala macam ketidakjujuran pada hari aku ... tapi ini menampilkan	kamu semua datang ke sini dengan hati kamu pendarahan di seluruh lantai ... tentang anakanak
kamu semua datang ke sini dengan hati kamu pendarahan di seluruh lantai ... tentang anakanak	kamu mendengarkan beberapa dongeng , mulai mendapatkan melalui wanitawanita tua .
