cha taehyun	song hyegyo
kutahu suhunya lebih sejuk , mungkin lebih baik untuk batukku .	sejak kapan kamu memperhatikan kesehatanmu ?
sejak kapan kamu memperhatikan kesehatanmu ?	well , saat mengalami kesulitan keuangan ...
well , saat mengalami kesulitan keuangan ...	meja kartunya jadi terasa dingin ...
meja kartunya jadi terasa dingin ...	tidak ada seorangpun yang mau bermain denganku .
tidak ada seorangpun yang mau bermain denganku .	keberatan kalau kami jalan bersama ?
keberatan kalau kami jalan bersama ?	ini negara bebas , silahkan ...
ini negara bebas , silahkan ...	dimana mainanmu ?
dimana mainanmu ?	bukit sepatu
bukit sepatu	diatas bukit , di atas bukit
diatas bukit , di atas bukit	bukit sepatu disana dingin , disana dingin
bukit sepatu disana dingin , disana dingin	sangat dingin begitu dingin , begitu dingin
sangat dingin begitu dingin , begitu dingin	sangat sunyi begitu sunyi , begitu sunyi
sangat sunyi begitu sunyi , begitu sunyi	akankah doc dan temannya ...
akankah doc dan temannya ...	keduanya akan berakhir ...
keduanya akan berakhir ...	di kuburan
di kuburan	yang dikenal dengan nama boot hill bukit sepatu ?
yang dikenal dengan nama boot hill bukit sepatu ?	pemakaman bukit sepatu , tombstone batu pusara
pemakaman bukit sepatu , tombstone batu pusara	whoa ... whoa ...
whoa ... whoa ...	whoa ...
whoa ...	well , terimakasih untuk tumpangannya .
well , terimakasih untuk tumpangannya .	jual kudaku dengan harga bagus .
jual kudaku dengan harga bagus .	doc .
doc .	aku tahu , tidak boleh membawa pisau , pistol , dilarang membunuh .
aku tahu , tidak boleh membawa pisau , pistol , dilarang membunuh .	rasanya enak .
rasanya enak .	aku hampir lupa rasa masakan rumah .
aku hampir lupa rasa masakan rumah .	betty aku akan mencuri kamu dari virgil .
betty aku akan mencuri kamu dari virgil .	astaga wyatt , kamu akan menjadi satusatunya bujangan yang tersisa .
astaga wyatt , kamu akan menjadi satusatunya bujangan yang tersisa .	aku punya keluarga di deadwood .
aku punya keluarga di deadwood .	bahkan jimmy kecil sedang mengikat tali bila kembali dari california .
bahkan jimmy kecil sedang mengikat tali bila kembali dari california .	apa maksudmu jimmy kecil ?
apa maksudmu jimmy kecil ?	aku akan berusia tahun bulan depan .
aku akan berusia tahun bulan depan .	sembilan belas .
sembilan belas .	kapan kamu akan kawin wyatt ?
kapan kamu akan kawin wyatt ?	cerutu ?
cerutu ?	itu adalah tanda bagi ibu dan anakanak untuk pergi dari sini .
itu adalah tanda bagi ibu dan anakanak untuk pergi dari sini .	ayo tommy , saatnya tidur sekarang .
ayo tommy , saatnya tidur sekarang .	ah ibu , haruskan aku pergi juga ?
ah ibu , haruskan aku pergi juga ?	iya , tentu ...
iya , tentu ...	pamanmu akan menetap disini hingga besok .
pamanmu akan menetap disini hingga besok .	iya , tentu ...
iya , tentu ...	pamanmu akan menetap disini hingga besok .
pamanmu akan menetap disini hingga besok .	selamat malam paman wyatt .
selamat malam paman wyatt .	selamat malam tommy
selamat malam tommy	selamat malam paman morgan .
selamat malam paman morgan .	selamat malam nak .
selamat malam nak .	selamat malam paman james .
selamat malam paman james .	selamat malam tommy .
selamat malam tommy .	selamat malam ayah .
selamat malam ayah .	selamat malam nak .
selamat malam nak .	senang bertemu denganmu disini .
senang bertemu denganmu disini .	aku harap dapat membuat semua bahagia .
aku harap dapat membuat semua bahagia .	kelihatannya dia kesal .
kelihatannya dia kesal .	well , dia sudah lama menyuruhku berhenti dari marshal .
well , dia sudah lama menyuruhku berhenti dari marshal .	kamu tahu bagaimana wanita .
kamu tahu bagaimana wanita .	baik , mari kami bahas urusan kami
baik , mari kami bahas urusan kami	morgan dan jimmy mengerti aturan disini .
morgan dan jimmy mengerti aturan disini .	wyatt , kamu tahu ike clanton punya peternakan diluar perbatasan ?
wyatt , kamu tahu ike clanton punya peternakan diluar perbatasan ?	iya , aku tahu .
iya , aku tahu .	dia mengatur para bandit terkuat yang pernah kamu tahu .
dia mengatur para bandit terkuat yang pernah kamu tahu .	dia berteman dengan seorang sheriff .
dia berteman dengan seorang sheriff .	siapa dia ?
siapa dia ?	cotton wilson .
cotton wilson .	cotton wilson , jadi ike telah menyuapnya .
cotton wilson , jadi ike telah menyuapnya .	clanton telah mencuri ribuan ternak orang meksiko .
clanton telah mencuri ribuan ternak orang meksiko .	dan dia harus memindahkannya .
dan dia harus memindahkannya .	tapi dia hanya bisa memindahkannya keluar tomstone ,
tapi dia hanya bisa memindahkannya keluar tomstone ,	dan dia tidak dapat melakukannya bila kami menguasai kota .
dan dia tidak dapat melakukannya bila kami menguasai kota .	itu saja .
itu saja .	dia terorganisir dan tidak mainmain .
dia terorganisir dan tidak mainmain .	kami tidak bisa mengusirnya keluar dari tombstone selamanya .
kami tidak bisa mengusirnya keluar dari tombstone selamanya .	bagaimana dengan masyarakat tombstone ?
bagaimana dengan masyarakat tombstone ?	john clum , redaktur epitaph ...
john clum , redaktur epitaph ...	dan beberapa pimpinan warga berada dibelakang kami ... ketika mereka tahu kamu mulai bergerak .
dan beberapa pimpinan warga berada dibelakang kami ... ketika mereka tahu kamu mulai bergerak .	dan beberapa pimpinan warga berada dibelakang kami ... ketika mereka tahu kamu mulai bergerak .
dan beberapa pimpinan warga berada dibelakang kami ... ketika mereka tahu kamu mulai bergerak .	kami semua setuju wyatt , kamu harus bertindak .
kami semua setuju wyatt , kamu harus bertindak .	hanya ada satu hal yang menggangguku .
hanya ada satu hal yang menggangguku .	dan aku akan berbicara dengan jujur sekarang .
dan aku akan berbicara dengan jujur sekarang .	akan ada pembicaraan yang buruk tentangmu saat kamu bersama dengan doc holliday .
akan ada pembicaraan yang buruk tentangmu saat kamu bersama dengan doc holliday .	ada apa dengan holliday ?
ada apa dengan holliday ?	dia pembunuh terburuk diperbatasan , itu yang kami tahu .
dia pembunuh terburuk diperbatasan , itu yang kami tahu .	tidak terlihat baik ketika kamu datang kemari bersamanya .
tidak terlihat baik ketika kamu datang kemari bersamanya .	holliday menyelamatkanku saat di dodge city , aku tidak akan melupakannya .
holliday menyelamatkanku saat di dodge city , aku tidak akan melupakannya .	terlebih lagi , dia memegang janjinya .
terlebih lagi , dia memegang janjinya .	selama dia hanya bermain kartu , dan tidak terlibat pembunuhan ,
selama dia hanya bermain kartu , dan tidak terlibat pembunuhan ,	kami tidak berhak mengusirnya dari kota
kami tidak berhak mengusirnya dari kota	aku tidak tahu kalian bersahabat .
aku tidak tahu kalian bersahabat .	memang tidak , kami hanya punya kesepakatan .
memang tidak , kami hanya punya kesepakatan .	holliday boleh tinggal .
holliday boleh tinggal .	baiklah wyatt , dia tanggungjawabmu .
baiklah wyatt , dia tanggungjawabmu .	tidak apaapa , apakah kami punya peta kota ?
tidak apaapa , apakah kami punya peta kota ?	hal pertama yang harus kami lakukan , biarkan clanton tahu
hal pertama yang harus kami lakukan , biarkan clanton tahu	bahwa kota ini tertutup bagi mereka .
bahwa kota ini tertutup bagi mereka .	kemudian kami kuasai kota , itu yang penting .
kemudian kami kuasai kota , itu yang penting .	aku akan mendapat surat dari seseorang malam ini ,
aku akan mendapat surat dari seseorang malam ini ,	yang akan mengurus masalah ini untuk kami .
yang akan mengurus masalah ini untuk kami .	sekarang tunjukkan letak peternakan clanton .
sekarang tunjukkan letak peternakan clanton .	disini .
disini .	hallo cotton , aku telah menunggumu .
hallo cotton , aku telah menunggumu .	kamu terlihat sangat baik , benarbenar mewah .
kamu terlihat sangat baik , benarbenar mewah .	oh , memang aku akui .
oh , memang aku akui .	apa maksud kedatanganmu .
apa maksud kedatanganmu .	wyatt ...
wyatt ...	ike ingin membuat perjanjian denganmu
ike ingin membuat perjanjian denganmu	dia janji tidak akan membuat masalah ...
dia janji tidak akan membuat masalah ...	jika kamu membiarkan dia mengangkut ternaknya dari tombstone .
jika kamu membiarkan dia mengangkut ternaknya dari tombstone .	well , itulah kebaikan hati ike .
well , itulah kebaikan hati ike .	ike adalah kawan menyenangkan .
ike adalah kawan menyenangkan .	dia mempunyai ternak yang dikumpulkan di peternakannya .
dia mempunyai ternak yang dikumpulkan di peternakannya .	dan akan memindahkannya .
dan akan memindahkannya .	benarkah ?
benarkah ?	ada uang . untukmu .
ada uang . untukmu .	. ?
. ?	harga berbuat dosa telah naik .
harga berbuat dosa telah naik .	. atau mesuk lubang ukuran kaki di boot hill ...
. atau mesuk lubang ukuran kaki di boot hill ...	atau pensiun dengan perbulan , jika kamu kumpulkan dan panjang umur .
atau pensiun dengan perbulan , jika kamu kumpulkan dan panjang umur .	aku telah memikirkannya .
aku telah memikirkannya .	kamu tahu , cotton ...
kamu tahu , cotton ...	ini kota kecil yang menyenangkan
ini kota kecil yang menyenangkan	tempat yang bagus untuk tinggal .
tempat yang bagus untuk tinggal .	aku mungkin akan menjadi sheriff selama beberapa bulan .
aku mungkin akan menjadi sheriff selama beberapa bulan .	itu tidak membuatku takut sama sekali , aku telah punya segalanya .
itu tidak membuatku takut sama sekali , aku telah punya segalanya .	aku punya peternakan , . di bank , dan kamu tahu ?
aku punya peternakan , . di bank , dan kamu tahu ?	tidak akan mengganggu tidurku , walau sekejap .
tidak akan mengganggu tidurku , walau sekejap .	itu akan mengganggu aku ...
itu akan mengganggu aku ...	mengapa kamu tidak turun dari mimbar khotbah wyatt ?
mengapa kamu tidak turun dari mimbar khotbah wyatt ?	ellsworth , wichita , dodge city .
ellsworth , wichita , dodge city .	mereka tidak memberi apapun padamu kecuali penderitaan dan wanita yang meninggalkanmu ...
mereka tidak memberi apapun padamu kecuali penderitaan dan wanita yang meninggalkanmu ...	dan persahabatan dengan pembunuh ?
dan persahabatan dengan pembunuh ?	bawalah pesan ini pada bosmu .
bawalah pesan ini pada bosmu .	semua senjata , dilarang didalam kota tomstone diperintahkan oleh marshal
semua senjata , dilarang didalam kota tomstone diperintahkan oleh marshal	jadi itu yang dia inginkan , huh ?
jadi itu yang dia inginkan , huh ?	dia ingin menendangmu keluar dari kota , ike .
dia ingin menendangmu keluar dari kota , ike .	aku segera mengangkat topiku
aku segera mengangkat topiku	dan akhirnya dia berkata
dan akhirnya dia berkata	aku tidak akan pernah lupa .
aku tidak akan pernah lupa .	itu sore yang indah
itu sore yang indah	aku bertemu dengannya di taman air mancur .
aku bertemu dengannya di taman air mancur .	sudah lama tidak bertemu , ike
sudah lama tidak bertemu , ike	sangat lama .
sangat lama .	hallo ringo !
hallo ringo !	masih menyewakan pistolmu pada penawar tertinggi ?
masih menyewakan pistolmu pada penawar tertinggi ?	benar marshal .
benar marshal .	apakah kamu tidak terlalu muda untuk membawa pistol , nak ?
apakah kamu tidak terlalu muda untuk membawa pistol , nak ?	mengapa kamu tidak mencoba aku ?
mengapa kamu tidak mencoba aku ?	mau pergi ke suatu tempat ?
mau pergi ke suatu tempat ?	kami ingin menonton pertunjukan marshal , kamu keberatan ?
kami ingin menonton pertunjukan marshal , kamu keberatan ?	tidak , setelah kamu serahkan senjatamu .
tidak , setelah kamu serahkan senjatamu .	mengapa kamu tidak melakukannya sendiri , marshal ?
mengapa kamu tidak melakukannya sendiri , marshal ?	sekarang !
sekarang !	kalian tahu saudarasaudaraku ?
kalian tahu saudarasaudaraku ?	perkenalkan john clum , ketua komite warga .
perkenalkan john clum , ketua komite warga .	kamu kutandai , wyatt .
kamu kutandai , wyatt .	tidak ada tempat untukmu di kota ini , ike .
tidak ada tempat untukmu di kota ini , ike .	lain kali bila kamu membawa senjata , aku akan melucutimu .
lain kali bila kamu membawa senjata , aku akan melucutimu .	sekarang pergilah !
sekarang pergilah !	masalah telah datang .
masalah telah datang .	siapa dia ?
siapa dia ?	dia , kate fisher , dia tidak akan tinggal lama .
dia , kate fisher , dia tidak akan tinggal lama .	pelayan , simpan wiski disini .
pelayan , simpan wiski disini .	tinggalkan botolnya .
tinggalkan botolnya .	dua pasang as .
dua pasang as .	hai doc , apa yang kamu punya ?
hai doc , apa yang kamu punya ?	tiga pasang angka tiga .
tiga pasang angka tiga .	kota yang menyenangkan , benarkan kate ?
kota yang menyenangkan , benarkan kate ?	well , well , well .
well , well , well .	bukankah dia si deputi kecil ?
bukankah dia si deputi kecil ?	doc , giliranmu .
doc , giliranmu .	akankah mengucapkan salam pada teman lama ?
akankah mengucapkan salam pada teman lama ?	bagilah ...
bagilah ...	aku pesan crme de menthe
aku pesan crme de menthe	hai , deputi kecil
hai , deputi kecil	maukah kamu minum bersamaku ?
maukah kamu minum bersamaku ?	kamu mabuk ringo .
kamu mabuk ringo .	itulah caramu membuat reputasi , benarkan ?
itulah caramu membuat reputasi , benarkan ?	melawan pemabuk ?
melawan pemabuk ?	ambil pistolmu , aku akan menemuimu dijalan dalam lima menit .
ambil pistolmu , aku akan menemuimu dijalan dalam lima menit .	aku akan ke sana .
aku akan ke sana .	aku pernah berkata akan melihatmu mati .
aku pernah berkata akan melihatmu mati .	apa yang akan dilakukan si bodoh ini ?
apa yang akan dilakukan si bodoh ini ?	inilah yang diinginkan clanton untuk memulai perang .
inilah yang diinginkan clanton untuk memulai perang .	sudah cukup bagiku
sudah cukup bagiku	kamu ingin bermainmain dengan mereka , silahkan ...
kamu ingin bermainmain dengan mereka , silahkan ...	serahkan senjatamu , doc .
serahkan senjatamu , doc .	kamu tidak berhak membawa senjata .
kamu tidak berhak membawa senjata .	sekarang , kamu boleh ...
sekarang , kamu boleh ...	kamu boleh berterimakasih kepada tuhan karena kamu saudara wyatt earp
kamu boleh berterimakasih kepada tuhan karena kamu saudara wyatt earp	holliday , jika menurutmu berhubungan dengan wyatt
holliday , jika menurutmu berhubungan dengan wyatt	kamu pergi dari sini .
kamu pergi dari sini .	berteman dengan pembunuh sepertimu
berteman dengan pembunuh sepertimu	adalah perbuatan terburuk yang dilakukannya .
adalah perbuatan terburuk yang dilakukannya .	kudengar kamu meninggalkan tombstone .
kudengar kamu meninggalkan tombstone .	pendengaranmu bagus .
pendengaranmu bagus .	aku berangkat besok .
aku berangkat besok .	kamu kira cuaca disini baik untuk batukmu .
kamu kira cuaca disini baik untuk batukmu .	dengarlah , pendeta ...
dengarlah , pendeta ...	berada disini membuatku merasa malu .
berada disini membuatku merasa malu .	bahkan ada yang menyebutku sebagai penegak hukum .
bahkan ada yang menyebutku sebagai penegak hukum .	kamu tidak melupakan rekeningku ?
kamu tidak melupakan rekeningku ?	rekeningmu ?
rekeningmu ?	kamu tidak akan dapat apaapa dengan kepergianku .
kamu tidak akan dapat apaapa dengan kepergianku .	selamat jalan doc ,
selamat jalan doc ,	sayang sekali kami tidak dapat menyelesaikannya bersamasama .
sayang sekali kami tidak dapat menyelesaikannya bersamasama .	ini surat yang telah lama kamu tunggu .
ini surat yang telah lama kamu tunggu .	ada apa ?
ada apa ?	clanton muda pingsan , karena mabuk di alhambra .
clanton muda pingsan , karena mabuk di alhambra .	lempar dia ke dalam air , biarkan dia tidur disana .
lempar dia ke dalam air , biarkan dia tidur disana .	tunggu sebentar .
tunggu sebentar .	john , berapa lama bantuan yang kamu janjikan akan datang
john , berapa lama bantuan yang kamu janjikan akan datang	kapanpun kamu mau .
kapanpun kamu mau .	kupikir aku akan mengunjungi peternakan clanton .
kupikir aku akan mengunjungi peternakan clanton .	apakah kamu sudah gila ?
apakah kamu sudah gila ?	tentu saja tidak .
tentu saja tidak .	well , bawalah pistolmu .
well , bawalah pistolmu .	ini semua perlengkapan yang kubutuhkan .
ini semua perlengkapan yang kubutuhkan .	jika aku tidak kembali dalam beberapa jam virge ...
jika aku tidak kembali dalam beberapa jam virge ...	ajaklah warga clum untuk mengambil mayatku .
ajaklah warga clum untuk mengambil mayatku .	wiriadikrama family melur dua nomor saratus , brk , bandung
wiriadikrama family melur dua nomor saratus , brk , bandung	whoa , whoa .
